index,City,Card Type,Exp Type,Gender,Month,DayOfWeek,IsWeekend,Cluster_KMeans,Cluster_KPrototypes,Log_Amount,Amount_Category,Amount
1635,170,2,4,0,6,0,0,2,1,0.21692853693080782,4.0,1.242255323587464
1636,126,2,4,1,5,2,0,2,1,0.1676854267858706,3.0,1.1825645489994705
1637,126,2,2,1,11,4,0,3,3,0.25910589832221564,4.0,1.2957710175393553
1638,170,1,0,1,5,2,0,2,1,0.17005983848130662,3.0,1.1853757802846734
1639,170,3,3,0,1,6,1,0,2,0.00490135510591908,0.0,1.0049133863953656
1640,170,0,2,1,11,2,0,1,0,0.027667833476155423,0.0,1.028054142529326
1641,8,1,4,0,4,6,1,0,2,0.011381499704746539,0.0,1.0114465153970826
1642,71,0,0,0,3,0,0,2,1,0.12135068430988524,2.0,1.1290207728228252
1643,126,0,1,1,5,4,0,0,2,0.26122520579830016,4.0,1.29852006675546
1644,8,3,4,0,1,6,1,0,2,0.10906371341375379,1.0,1.1152334034051703
1645,8,2,0,0,3,2,0,2,1,0.17113971429483557,3.0,1.1866565303207792
1646,126,2,4,1,4,2,0,2,1,0.15950945708584433,2.0,1.172935354718616
1647,8,0,0,0,10,6,1,3,3,0.2134184787189652,3.0,1.2379025787505817
1648,126,2,0,1,12,0,0,1,0,0.0814412116104352,1.0,1.0848494391578543
1649,71,2,2,1,9,6,1,3,3,0.06636895929408662,1.0,1.068620922059791
1650,8,3,1,1,10,4,0,3,3,0.030572753519779835,0.0,1.0310448994656354
1651,71,2,2,1,5,5,1,0,2,0.04509674799732567,0.0,1.0461290659049698
1652,8,1,1,0,12,3,0,3,3,0.036778011761455044,0.0,1.037462690758541
1653,170,2,3,0,2,5,1,0,2,0.14943062727886972,2.0,1.16117291429305
1654,126,1,4,1,6,3,0,2,1,0.0813552299891849,1.0,1.0847561660542067
1655,126,3,2,0,8,4,0,3,3,0.2041025928906334,3.0,1.2264239693823515
1656,8,2,3,0,10,1,0,1,0,0.055388113372435356,0.0,1.0569507518012742
1657,8,0,0,0,11,2,0,1,0,0.1466282281842614,2.0,1.1579233997143636
1658,170,1,1,1,1,3,0,2,1,0.1157465622803065,2.0,1.1227112986825425
1659,71,0,4,0,6,4,0,0,2,0.257693886071181,4.0,1.293942664120545
1660,170,3,3,1,5,3,0,2,1,0.2240602162740214,4.0,1.2511463565319254
1661,170,1,1,0,2,0,0,2,1,0.012257678116616832,0.0,1.012333111350033
1662,170,1,2,1,8,0,0,1,0,0.07850904509178121,1.0,1.081673138950848
1663,8,1,1,0,6,6,1,0,2,0.1376275100981613,2.0,1.1475480206043294
1664,170,2,1,1,1,6,1,0,2,0.11401381444075104,2.0,1.1207676075549209
1665,71,0,3,1,8,5,1,3,3,0.12269381658394177,2.0,1.130538215896144
1666,126,0,4,0,3,4,0,0,2,0.032639629877189005,0.0,1.033178145610347
1667,170,2,3,0,7,2,0,1,0,0.16211315933015763,2.0,1.1759933084070158
1668,126,0,1,0,11,0,0,1,0,0.00489337081102709,0.0,1.0049053629025788
1669,126,0,0,1,4,3,0,2,1,0.244219058304268,4.0,1.2766239549400646
1670,71,0,0,1,2,3,0,2,1,0.006441131803494997,0.0,1.0064619205032335
1671,8,2,0,1,9,3,0,3,3,0.0764540953664613,1.0,1.079452637322079
1672,170,3,3,1,4,6,1,0,2,0.01981694362200663,0.0,1.0200146027568722
1673,71,0,3,0,2,6,1,0,2,0.23770634902402138,4.0,1.2683366898278159
1674,71,0,4,1,12,0,0,1,0,0.1615688979893903,2.0,1.175353434857262
1675,71,3,0,0,6,6,1,0,2,0.20961876839929136,3.0,1.2332078325336586
1676,126,1,1,1,1,1,0,2,1,0.25277230350262303,4.0,1.2875900637065327
1677,126,3,3,0,10,4,0,3,3,0.04147681802765805,0.0,1.042348997865751
1678,71,2,1,0,2,0,0,2,1,0.06369902434358318,1.0,1.0657715791838502
1679,8,2,3,0,2,2,0,2,1,0.24447513642991867,4.0,1.27695091227113
1680,126,1,1,1,5,4,0,0,2,0.058390653431089616,1.0,1.060129057881477
1681,8,1,4,1,10,6,1,3,3,0.18791115135521141,3.0,1.2067262945905612
1682,8,2,2,0,11,1,0,1,0,0.04677308833629951,0.0,1.0478842049520998
1683,170,3,0,0,4,6,1,0,2,0.24444450476973917,4.0,1.2769117977437938
1684,8,2,2,1,11,0,0,1,0,0.11109408340488278,1.0,1.117500040117464
1685,71,0,3,0,4,0,0,2,1,0.1206219929450691,2.0,1.12819836481217
1686,170,2,4,1,3,6,1,0,2,0.13680825323281268,2.0,1.1466082690116661
1687,126,3,2,0,4,5,1,0,2,0.08628214341253718,1.0,1.0901138533626458
1688,8,0,1,0,1,1,0,2,1,0.21018546019063727,3.0,1.2339068793427155
1689,71,1,1,1,4,0,0,2,1,0.09914297829805706,1.0,1.1042241683649727
1690,126,0,2,0,2,0,0,2,1,0.19784590472393693,3.0,1.2187745719466598
1691,71,2,3,1,7,1,0,1,0,0.19902032422861823,3.0,1.220206765409118
1692,170,0,1,0,6,3,0,2,1,0.07296196213969673,1.0,1.0756896192050323
1693,170,1,4,0,10,4,0,3,3,0.021533220126983763,0.0,1.021766732994207
1694,71,2,4,0,3,5,1,0,2,0.2474756288290494,4.0,1.280788147696455
1695,8,1,4,0,7,1,0,1,0,0.13205259803597677,2.0,1.1411683409021616
1696,170,2,0,0,11,3,0,3,3,0.1162556231276421,2.0,1.1232829725436078
1697,8,3,1,1,12,4,0,3,3,0.05883425314118051,1.0,1.0605994351461079
1698,126,3,0,1,10,3,0,3,3,0.04928997925589849,0.0,1.0505249370155816
1699,8,1,3,0,8,6,1,3,3,0.23864452844791012,4.0,1.2695271755700692
1700,126,1,0,0,10,0,0,1,0,0.09833156172290201,1.0,1.1033285459826372
1701,170,2,0,0,11,4,0,3,3,0.0641637914321395,1.0,1.0662670298634402
1702,126,2,1,0,7,2,0,1,0,0.014379524720623307,0.0,1.0144834074169167
1703,8,2,4,1,6,1,0,2,1,0.2544564790362482,4.0,1.2897604185053837
1704,71,2,2,0,9,1,0,1,0,0.11625115880804679,2.0,1.1232779578606158
1705,71,3,2,1,1,4,0,0,2,0.022238720755038636,0.0,1.0224878444084278
1706,126,0,2,1,4,5,1,0,2,0.1611805681909524,2.0,1.1748970987050082
1707,71,0,3,1,4,1,0,2,1,0.11170777300846717,1.0,1.1181860487507422
1708,126,0,3,1,2,4,0,0,2,0.25491050290828815,4.0,1.290346133478826
1709,126,0,4,0,5,5,1,0,2,0.06970363402120389,1.0,1.0721903734133542
1710,71,3,2,0,11,5,1,3,3,0.26085053667117214,4.0,1.2980336425052554
1711,170,1,1,1,10,1,0,1,0,0.16164910557348702,2.0,1.1754477108975079
1712,126,2,4,0,2,1,0,2,1,0.13953708487481678,2.0,1.1497414429449428
1713,170,3,4,1,6,1,0,2,1,0.1707347918184305,3.0,1.1861761236901647
1714,71,2,3,1,10,2,0,1,0,0.22871795285251462,4.0,1.2569874592807742
1715,8,2,2,0,1,0,0,2,1,0.25413293900779155,4.0,1.289343196880466
1716,71,3,3,0,2,2,0,2,1,0.24384660682276801,4.0,1.2761485629924418
1717,126,1,0,0,10,0,0,1,0,0.011267460767763336,0.0,1.0113311776882712
1718,170,0,4,1,3,5,1,0,2,0.24217672861582906,4.0,1.2740193285941235
1719,8,2,3,0,11,4,0,3,3,0.03398512623309407,0.0,1.0345692186722724
1720,71,3,0,1,7,2,0,1,0,0.17014867416285107,3.0,1.1854810886275013
1721,170,1,1,1,11,5,1,3,3,0.029127193206007134,0.0,1.0295555386170707
1722,126,1,4,0,3,5,1,0,2,0.1694013623979433,3.0,1.1845954956111495
1723,170,1,4,1,9,6,1,3,3,0.055324535303052175,0.0,1.056883555049184
1724,71,3,3,0,12,3,0,3,3,0.15264801202288558,2.0,1.164914870741531
1725,170,0,4,0,5,2,0,2,1,0.17189755218675398,3.0,1.1875561644495083
1726,8,0,1,1,1,1,0,2,1,0.24101411272544254,4.0,1.2725389941749443
1727,170,3,1,0,2,2,0,2,1,0.24768625033945182,4.0,1.281057937641414
1728,8,3,3,1,11,0,0,1,0,0.19990187703448137,3.0,1.221282916379158
1729,170,1,3,0,4,3,0,2,1,0.0331248769211233,0.0,1.033679613909527
1730,126,1,1,1,9,1,0,1,0,0.1461993914644153,2.0,1.1574269460981754
1731,71,1,0,0,10,1,0,1,0,0.14361815823271717,2.0,1.1544432097180544
1732,170,3,1,0,11,2,0,1,0,0.16858909620271811,3.0,1.1836336794133222
1733,8,2,0,1,10,4,0,3,3,0.06717389703931034,1.0,1.069481441661184
1734,170,3,0,0,3,0,0,2,1,0.20192822516685313,3.0,1.2237601697771074
1735,126,0,1,1,11,2,0,1,0,0.19669893950652942,3.0,1.2173774812651443
1736,71,0,1,0,3,2,0,2,1,0.11816630685396672,2.0,1.1254312627372949
1737,71,3,0,1,1,3,0,2,1,0.15110399340849578,2.0,1.16311760835727
1738,71,3,1,0,12,2,0,1,0,0.033876544810493195,0.0,1.034456889773256
1739,126,0,3,1,1,1,0,2,1,0.048335778431695356,0.0,1.04952300335382
1740,71,3,1,0,10,3,0,3,3,0.1640276616907639,2.0,1.1782469069435306
1741,126,3,1,0,2,4,0,0,2,0.19784508181785235,3.0,1.2187735690100614
1742,71,0,1,1,3,3,0,2,1,0.03911667235638771,0.0,1.0398918031997688
1743,126,3,0,1,1,6,1,0,2,0.21009442089573874,3.0,1.2337945504436991
1744,126,2,1,0,1,3,0,2,1,0.18705972020941206,3.0,1.2056992875138406
1745,170,0,3,0,5,3,0,2,1,0.012272538775647705,0.0,1.0123481553990084
1746,71,0,1,1,3,0,0,2,1,0.08709603797029936,1.0,1.0910014522521945
1747,170,1,2,0,9,5,1,3,3,0.15681493888668632,2.0,1.169779113243577
1748,170,2,2,0,4,3,0,2,1,0.2133479896830194,3.0,1.2378153232665243
1749,8,1,4,1,7,2,0,1,0,0.018472911619457265,0.0,1.0186445913635123
1750,126,1,3,0,12,2,0,1,0,0.2150157078301799,3.0,1.239881372659146
1751,8,2,2,0,2,3,0,2,1,0.0021379795928907815,0.0,1.0021402667009003
1752,170,2,0,1,1,3,0,2,1,0.23312931201283196,4.0,1.2625447309722868
1753,170,1,4,0,3,1,0,2,1,0.050373931244491015,0.0,1.0516642729913186
1754,71,0,2,1,3,1,0,2,1,0.18018268176399585,3.0,1.1974360928799523
1755,170,1,1,0,2,1,0,2,1,0.14290378061467282,2.0,1.1536187958342026
1756,126,0,2,1,9,4,0,3,3,0.06602351928644618,1.0,1.0682518413915947
1757,71,0,3,0,6,1,0,2,1,0.14312284114145055,2.0,1.1538715358569893
1758,126,1,2,0,7,1,0,1,0,0.0756472973995517,1.0,1.0785820883547026
1759,8,0,0,0,8,1,0,1,0,0.21589378459136827,4.0,1.240970561804965
1760,71,2,4,1,10,1,0,1,0,0.11309436470286481,1.0,1.1197375916684051
1761,126,1,1,0,2,5,1,0,2,0.13719217219302385,2.0,1.1470485581783463
1762,71,2,3,0,7,6,1,3,3,0.04251448125338374,0.0,1.0434311664553813
1763,170,0,2,0,2,3,0,2,1,0.12613439870366944,2.0,1.1344346245807724
1764,170,2,1,0,7,5,1,3,3,0.16752172949995378,3.0,1.182370982235987
1765,126,3,0,1,5,6,1,0,2,0.19756854702743754,3.0,1.2184365823130126
1766,8,0,4,0,11,0,0,1,0,0.17083963090321366,3.0,1.1863004878283614
1767,170,2,1,0,3,2,0,2,1,0.026947605079930444,0.0,1.0273139753197362
1768,126,0,3,0,12,0,0,1,0,0.22675561519681262,4.0,1.2545232440586036
1769,8,2,2,1,4,3,0,2,1,0.2165110491112294,4.0,1.241736805366112
1770,126,1,0,0,4,2,0,2,1,0.08749492623540615,1.0,1.0914367267358827
1771,8,0,3,1,8,3,0,3,3,0.23193464993503504,4.0,1.2610373172649518
1772,170,0,3,1,2,4,0,0,2,0.09145769192728335,1.0,1.0957704157773962
1773,126,1,1,0,10,4,0,3,3,0.18661792100620064,3.0,1.2051667281801113
1774,71,1,2,0,4,4,0,0,2,0.18852183941189202,3.0,1.2074634529903556
1775,170,3,0,1,7,5,1,3,3,0.08758956990893774,1.0,1.0915400292055137
1776,8,0,4,0,9,6,1,3,3,0.2080951582561058,3.0,1.2313303352215286
1777,170,1,1,1,12,3,0,3,3,0.05545927805846071,0.0,1.0570259720461512
1778,71,0,4,1,5,5,1,0,2,0.2094731816498684,3.0,1.233028306882552
1779,170,3,3,1,12,3,0,3,3,0.09959791938830932,1.0,1.104726639600751
1780,170,0,4,0,4,2,0,2,1,0.24604316590806335,4.0,1.2789547795946532
1781,8,2,4,1,2,4,0,0,2,0.22436638599702918,4.0,1.251529478312499
1782,170,3,0,0,3,4,0,0,2,0.0015413280317049768,0.0,1.0015425164882776
1783,8,0,1,1,4,4,0,0,2,0.2219240394574844,4.0,1.2484765393070911
1784,170,0,3,1,10,2,0,1,0,0.0009012337687448209,0.0,1.0009016400019257
1785,8,3,4,0,4,4,0,0,2,0.09361907605400903,1.0,1.0981413578959192
1786,71,2,0,0,6,3,0,2,1,0.09922017849227657,1.0,1.1043094179758333
1787,71,3,0,1,10,0,0,1,0,0.11793814448693317,2.0,1.1251745109681146
1788,126,3,4,1,10,4,0,3,3,0.2265933123833808,4.0,1.2543196479291365
1789,170,2,2,0,11,6,1,3,3,0.10742923786401881,1.0,1.1134120705425485
1790,126,0,4,0,4,1,0,2,1,0.09024146095726591,1.0,1.094438515974774
1791,8,2,0,0,9,2,0,1,0,0.1815494991216776,3.0,1.1990738883450744
1792,126,0,1,1,1,6,1,0,2,0.24530419107253426,4.0,1.278010013318998
1793,126,2,0,0,4,4,0,0,2,0.2547799144204104,4.0,1.2901776401303016
1794,126,3,1,1,1,1,0,2,1,0.22673163121810924,4.0,1.254493155960653
1795,126,1,3,0,3,3,0,2,1,0.13300308160671864,2.0,1.142253518301587
1796,8,1,4,0,8,5,1,3,3,0.12140042923391456,2.0,1.1290769372723333
1797,8,2,2,0,9,6,1,3,3,0.05853917247419995,1.0,1.0602865189274195
1798,170,1,1,0,3,3,0,2,1,0.12569402744059274,2.0,1.1339351621547893
1799,71,0,4,1,7,1,0,1,0,0.20218307374433772,3.0,1.2240720830591973
1800,126,3,3,1,5,5,1,0,2,0.03437572795370315,0.0,1.0349734021214114
1801,8,0,0,0,10,1,0,1,0,0.08750779095006696,1.0,1.0914507678482597
1802,71,1,0,1,12,0,0,1,0,0.23471680544062845,4.0,1.2645506041690069
1803,170,3,0,0,5,1,0,2,1,0.028461630588589585,0.0,1.0288705329203909
1804,170,3,4,1,11,2,0,1,0,0.13180296830413113,2.0,1.1408835069082273
1805,71,2,0,0,4,4,0,0,2,0.16197072455672717,2.0,1.1758258179950896
1806,8,0,4,0,12,1,0,1,0,0.04069040058044759,0.0,1.0415295986648907
1807,170,2,4,1,3,2,0,2,1,0.19271097816219984,3.0,1.2125322945584671
1808,8,0,0,1,11,6,1,3,3,0.1507202038136248,2.0,1.162671301571
1809,170,1,1,0,7,6,1,3,3,0.037808971065144505,0.0,1.038532824108991
1810,170,0,2,1,8,2,0,1,0,0.03359728128863916,0.0,1.0341680440329284
1811,71,2,4,1,2,3,0,2,1,0.12042106512015698,2.0,1.1279717011409407
1812,170,0,1,0,3,4,0,0,2,0.1667520779986686,3.0,1.1814613187412744
1813,170,1,1,1,11,5,1,3,3,0.24346065104882253,4.0,1.2756561211226471
1814,170,1,4,1,6,2,0,2,1,0.2118600793869345,3.0,1.2359749346085338
1815,8,2,3,1,10,4,0,3,3,0.24482615538972444,4.0,1.2773992249305968
1816,170,1,1,0,7,1,0,1,0,0.002277080371629104,0.0,1.0022796748880722
1817,71,2,1,1,2,5,1,0,2,0.07125987854318987,1.0,1.0738602628496237
1818,8,0,2,1,1,4,0,0,2,0.23900312776599097,4.0,1.2699825087857246
1819,8,1,0,0,12,6,1,3,3,0.11038841332572648,1.0,1.116711731951153
1820,8,2,0,1,12,4,0,3,3,0.1996513748995914,3.0,1.2209770207166584
1821,71,1,4,1,8,0,0,1,0,0.22455629235453498,4.0,1.2517671742863103
1822,71,3,3,0,4,6,1,0,2,0.2569533902618534,4.0,1.2929848596691111
1823,8,3,3,1,11,4,0,3,3,0.19448858010789782,3.0,1.2146896111815395
1824,170,1,4,1,7,3,0,3,3,0.08886041879388727,1.0,1.092928093457644
1825,71,0,1,0,10,5,1,3,3,0.047108976239024096,0.0,1.048236235698124
1826,126,2,1,0,4,3,0,2,1,0.06546850031844217,1.0,1.0676591058619638
1827,8,1,4,1,10,6,1,3,3,0.054693279981088125,0.0,1.0562166022112747
1828,71,2,2,0,9,0,0,1,0,0.12646941078359034,2.0,1.134814737551551
1829,8,3,3,1,5,4,0,0,2,0.03346731958836323,0.0,1.0340336505287482
1830,71,0,4,0,3,5,1,0,2,0.1874855263991835,3.0,1.206212791052201
1831,71,3,1,1,7,2,0,1,0,0.11351614524085665,1.0,1.1202099748062326
1832,8,1,0,0,1,4,0,0,2,0.1699430710108989,3.0,1.1852373750340999
1833,126,2,0,1,5,2,0,2,1,0.008424186894774439,0.0,1.0084597702071665
1834,71,1,3,0,4,4,0,0,2,0.08275590172745056,1.0,1.0862766179373204
1835,126,3,0,0,11,3,0,3,3,0.09630969908308186,1.0,1.1011000208610813
1836,170,2,2,0,4,3,0,2,1,0.15910065221007055,2.0,1.1724559510246
1837,8,2,4,0,3,0,0,2,1,0.17678475668042062,3.0,1.1933741996565945
1838,71,2,0,0,2,6,1,0,2,0.16954358931615113,3.0,1.184763988959674
1839,8,0,3,0,2,2,0,2,1,0.1205322027562316,2.0,1.1280970682157356
1840,8,2,4,0,7,4,0,3,3,0.19527513720334222,3.0,1.2156454097597766
1841,71,0,2,1,3,2,0,2,1,0.04908469759680733,0.0,1.0503093056469341
1842,8,0,4,1,11,5,1,3,3,0.2548677526023254,4.0,1.2902909719659161
1843,170,2,0,1,5,1,0,2,1,0.2532629061360193,4.0,1.2882219137634996
1844,71,3,0,1,12,0,0,1,0,0.20472390743229432,3.0,1.227186201197105
1845,170,3,4,0,10,0,0,1,0,0.04120255659513145,0.0,1.0420631609352182
1846,170,2,3,1,5,1,0,2,1,0.11995771037913407,2.0,1.127449171173195
1847,170,0,4,0,1,4,0,0,2,0.09144030145863265,1.0,1.0957513599820274
1848,71,3,2,1,12,1,0,1,0,0.07010110387367262,1.0,1.0726166214676573
1849,170,3,2,1,3,0,0,2,1,0.1388250224554991,2.0,1.148923046680681
1850,170,0,2,1,3,4,0,0,2,0.24873712883513444,4.0,1.2824048814930116
1851,126,1,2,1,5,5,1,0,2,0.006304602352036639,0.0,1.0063245181892582
1852,71,0,1,1,4,2,0,2,1,0.16833486279134993,3.0,1.1833327984338142
1853,170,2,4,0,10,5,1,3,3,0.1909998120782456,3.0,1.210459224609657
1854,8,3,3,0,12,2,0,1,0,0.07637418820738773,1.0,1.07936638477462
1855,71,3,0,0,11,5,1,3,3,0.15532886582651959,2.0,1.1680420270552176
1856,126,0,3,0,7,4,0,3,3,0.03954190987144376,0.0,1.0403340982396456
1857,8,0,3,1,2,5,1,0,2,0.21531657233262205,3.0,1.240254465073736
1858,71,1,2,1,1,5,1,0,2,0.026372416211212817,0.0,1.0267232456633022
1859,71,3,1,0,4,0,0,2,1,0.16948009765575942,3.0,1.184688768714797
1860,126,0,0,1,2,5,1,0,2,0.1521321683336107,2.0,1.1643141117191136
1861,71,0,3,1,8,0,0,1,0,0.14811689941357212,2.0,1.1596484506635427
1862,71,0,3,1,9,6,1,3,3,0.244610218712512,4.0,1.2771234173660477
1863,170,0,0,1,4,2,0,2,1,0.17753916999185856,3.0,1.1942748367219218
1864,8,2,0,1,10,1,0,1,0,0.011088938928117551,0.0,1.0111506491005664
1865,8,0,3,0,5,4,0,0,2,0.20282687115550893,3.0,1.2248603912255083
1866,8,0,1,0,10,4,0,3,3,0.07447591054935745,1.0,1.0773193911773673
1867,126,2,4,0,12,4,0,3,3,0.09928919950193606,1.0,1.1043856411573085
1868,71,1,4,1,2,3,0,2,1,0.2159923785765685,4.0,1.2410929200699647
1869,126,0,4,0,1,4,0,0,2,0.20021717411837847,3.0,1.2216680440329284
1870,126,1,3,0,3,0,0,2,1,0.18097303547165863,3.0,1.1983828650288042
1871,8,2,4,0,2,3,0,2,1,0.010270305801188725,0.0,1.0103232264069195
1872,8,0,0,0,1,0,0,2,1,0.12241344357954094,2.0,1.1302212879310622
1873,126,3,4,1,6,3,0,2,1,0.06033384592423893,1.0,1.0621910955277052
1874,126,0,4,0,12,0,0,1,0,0.07670678296047344,1.0,1.079725436076833
1875,170,0,1,1,8,2,0,1,0,0.19459260951363694,3.0,1.2148159811929329
1876,8,0,2,1,5,4,0,0,2,0.25066542918480594,4.0,1.284880129017764
1877,170,3,4,1,12,1,0,1,0,0.14893990986263678,2.0,1.1606032463051816
1878,8,0,3,1,10,0,0,1,0,0.05895528669220679,1.0,1.060727811030698
1879,126,3,3,1,5,5,1,0,2,0.05669673357196765,0.0,1.0583348043070109
1880,71,3,0,1,6,4,0,0,2,0.2581340467059193,4.0,1.2945123321084135
1881,170,2,4,0,11,4,0,3,3,0.2030995000736286,3.0,1.225194369112762
1882,170,1,4,1,2,3,0,2,1,0.26153024500978755,4.0,1.2989162267118122
1883,71,0,4,1,5,6,1,0,2,0.16567424960366764,2.0,1.1801885921979556
1884,126,2,2,0,12,0,0,1,0,0.061942437753490696,1.0,1.0639011024279088
1885,71,2,3,1,4,3,0,2,1,0.07791267218987297,1.0,1.0810282507181026
1886,8,3,4,1,3,4,0,0,2,0.07765657717351122,1.0,1.0807514402169551
1887,8,3,1,1,4,2,0,2,1,0.1998476753351627,3.0,1.2212167225636663
1888,8,3,4,1,11,6,1,3,3,0.23900865582384606,4.0,1.2699895293419132
1889,170,3,1,1,3,2,0,2,1,0.17132732632385222,3.0,1.1868791822456153
1890,126,2,1,0,10,3,0,3,3,0.08085676076026266,1.0,1.0842155832276907
1891,126,1,1,0,8,3,0,3,3,0.25634507573207793,4.0,1.2921985573759969
1892,8,3,2,0,5,5,1,0,2,0.14145259727167533,2.0,1.151945897588138
1893,71,2,2,0,7,4,0,3,3,0.13731107846529492,2.0,1.1471849575557231
1894,71,2,4,0,6,0,0,2,1,0.040350422911683,0.0,1.0411755620456697
1895,170,3,1,0,4,6,1,0,2,0.1548556389904508,2.0,1.1674894089895214
1896,170,2,3,1,2,2,0,2,1,0.232408552315245,4.0,1.2616350674775743
1897,126,3,1,1,2,0,0,2,1,0.12389250030337558,2.0,1.1318941861771266
1898,126,1,4,1,3,0,0,2,1,0.12904586848255273,2.0,1.1377423094821637
1899,71,2,1,0,4,4,0,0,2,0.2574683061612548,4.0,1.2936508095704222
1900,126,1,0,1,10,2,0,1,0,0.07378303954930032,1.0,1.0765732063481874
1901,71,2,0,1,2,2,0,2,1,0.2505124261088334,4.0,1.2846835534444854
1902,71,3,2,0,2,0,0,2,1,0.18857499732412755,3.0,1.2075276409326507
1903,170,1,3,1,5,5,1,0,2,0.2232903704537523,4.0,1.2501835373974999
1904,126,0,3,0,10,2,0,1,0,0.2096846414716637,3.0,1.2332890703981256
1905,8,2,1,0,12,3,0,3,3,0.20596129835368976,3.0,1.2287056501436204
1906,126,2,2,0,8,6,1,3,3,0.16465821012283957,2.0,1.1789900829629154
1907,170,3,2,0,5,4,0,0,2,0.2470777541637172,4.0,1.2802786559044883
1908,71,3,3,1,2,2,0,2,1,0.17135859157358596,3.0,1.1869162908997546
1909,126,2,0,0,12,4,0,3,3,0.23107055195653628,4.0,1.2599481281191327
1910,170,1,3,1,2,3,0,2,1,0.10856537348704288,1.0,1.114677776529679
1911,126,2,3,0,3,2,0,2,1,0.17615087847645935,3.0,1.192617985461431
1912,8,1,4,1,11,2,0,1,0,0.035103216643600305,0.0,1.03572660750678
1913,8,3,2,1,10,5,1,3,3,0.12848771392273997,2.0,1.137107450615402
1914,8,1,0,1,9,5,1,3,3,0.035819532410717995,0.0,1.0364687805895663
1915,8,2,4,0,4,4,0,0,2,0.04411262528816217,0.0,1.0451000529550525
1916,126,2,1,1,2,4,0,0,2,0.008807999169546766,0.0,1.0088469037341334
1917,126,0,3,1,12,6,1,3,3,0.10918691080895913,1.0,1.1153708057191456
1918,71,3,2,1,7,3,0,3,3,0.036422195270054525,0.0,1.0370936100903445
1919,71,2,3,1,7,5,1,3,3,0.1380810040407796,2.0,1.1480685446988783
1920,126,2,4,1,9,6,1,3,3,0.08844738642371726,1.0,1.092476771988382
1921,170,0,4,1,9,0,0,1,0,0.17304968293289344,3.0,1.1889251729062695
1922,170,2,4,1,11,4,0,3,3,0.24090928484995933,4.0,1.2724056036073623
1923,8,0,3,1,2,6,1,0,2,0.24000636449203233,4.0,1.2712572412022403
1924,71,2,0,0,10,6,1,3,3,0.10789032965106571,1.0,1.1139255740809089
1925,170,0,0,0,9,1,0,1,0,0.12521983676282425,2.0,1.1333975881380682
1926,126,1,1,1,8,1,0,1,0,0.07410718413179838,1.0,1.0769222282844169
1927,170,0,1,0,7,0,0,1,0,0.16928197776209608,3.0,1.1844540815507807
1928,8,0,4,1,10,2,0,1,0,0.12408298704186616,2.0,1.132109817545774
1929,71,0,1,1,4,6,1,0,2,0.17525822822626694,3.0,1.191553869730571
1930,8,1,2,0,6,5,1,0,2,0.041890473671971414,0.0,1.0427802606030456
1931,8,3,0,0,4,0,0,2,1,0.21928403406309807,4.0,1.2451849013912737
1932,170,2,2,0,7,2,0,1,0,0.031124143946850168,0.0,1.0316135645169056
1933,8,1,4,1,6,3,0,2,1,0.22763702701500912,4.0,1.2556294831265946
1934,71,3,0,1,4,2,0,2,1,0.24287947126900156,4.0,1.274914950976459
1935,170,2,3,0,4,2,0,2,1,0.05805190965628865,0.0,1.0597700065792641
1936,170,2,1,0,1,0,0,2,1,0.2084599942590418,3.0,1.231779650817594
1937,8,0,0,1,9,0,0,1,0,0.08362248529693776,1.0,1.0872183754031806
1938,170,0,1,0,2,3,0,2,1,0.1894973354459213,3.0,1.2086419034934288
1939,8,2,2,0,4,4,0,0,2,0.06880991911664626,1.0,1.0712325689619204
1940,126,3,3,1,3,5,1,0,2,0.028783260808228683,0.0,1.0292015019978498
1941,126,0,1,0,9,2,0,1,0,0.10018150274270538,1.0,1.1053715278334966
1942,126,3,4,0,4,5,1,0,2,0.03567050356561895,0.0,1.0363143283534189
1943,126,3,2,1,3,1,0,2,1,0.12915781458635023,2.0,1.1378696824301555
1944,126,0,3,1,6,3,0,2,1,0.1171721721662655,2.0,1.1243129884301235
1945,126,2,3,1,12,5,1,3,3,0.2195538240674445,4.0,1.2455208851517243
1946,126,0,4,0,6,3,0,2,1,0.14478682896385367,2.0,1.155793162379447
1947,170,0,2,0,5,5,1,0,2,0.1131884076214352,1.0,1.1198429000112329
1948,170,2,4,0,4,4,0,0,2,0.18375522939803215,3.0,1.2017216409647449
1949,126,2,1,0,2,1,0,2,1,0.13384037472400656,2.0,1.1432103198164225
1950,71,2,4,0,12,2,0,1,0,0.2138275411172145,3.0,1.2384090617327534
1951,126,1,2,1,6,0,0,2,1,0.21973096000524664,4.0,1.2457415312033635
1952,8,1,3,0,2,0,0,2,1,0.15626435411231185,2.0,1.16913522794743
1953,170,3,2,0,9,6,1,3,3,0.17670155155157485,3.0,1.1932749089333567
1954,8,0,1,1,6,5,1,0,2,0.12332348200410002,2.0,1.1312503008809796
1955,8,2,2,1,3,0,0,2,1,0.1276141456587163,2.0,1.1361145433830255
1956,71,2,1,1,11,4,0,3,3,0.13974118573274893,2.0,1.149976130108959
1957,71,0,1,0,3,1,0,2,1,0.07247794698682189,1.0,1.0751690951104835
1958,8,0,4,0,1,1,0,2,1,0.10783630645349153,1.0,1.1138653978850073
1959,170,2,4,1,3,3,0,2,1,0.005595744844082553,0.0,1.0056114302678243
