Ship_Type,Route_Type,Engine_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Weather_Condition,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours,Efficiency_nm_per_kWh,Seasonal_Impact_Score,Weekly_Voyage_Count,Average_Load_Percentage,Cluster
Tanker,Coastal,Steam Turbine,Fair,22.1174096045025,1193.46069843097,252.082700716049,13.9144720230046,Moderate,1706.71004322396,384159.578028387,924682.083007866,17.9338426973619,0.87184839258336,0.779147412012735,5,54.8842708371315,1
Bulk Carrier,Short-haul,Steam Turbine,Good,11.2091798086101,1707.28948869371,439.10002040853,8.12423739592951,Moderate,1111.81151101583,273105.87553555,71495.1393792582,68.022112121858,1.15155492737113,1.44541408718616,2,87.7195469137023,2
Tanker,Coastal,Heavy Fuel Oil (HFO),Critical,10.8917194485039,2428.89031045365,199.737418814241,10.8411636759995,Rough,1165.49117393843,437270.362768843,893240.849691874,12.8105901604516,0.730058852673549,0.559359585649946,6,55.281994510913,1
Bulk Carrier,Short-haul,Diesel,Fair,20.5402794805302,2520.07015666838,1762.63508551261,10.9506138434533,Calm,1538.65072400373,363846.349323831,237921.766822827,23.5747454173988,1.09108261588845,0.812418870748105,6,51.7684537486947,2
Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Good,18.1902439789671,833.905731045538,1541.80029671008,7.35959334546765,Calm,264.991064435447,209204.469853483,822615.398273796,53.6476249404613,1.21624999492784,0.674833172332168,9,79.8939703531488,1
Fish Carrier,Short-haul,Diesel,Good,11.5469030219182,1292.53057831255,260.837199829873,5.07837094173121,Rough,1830.63605133538,401937.391124704,106694.314758106,15.5748553376772,1.30834120058434,1.49484821749342,1,59.3182583864298,3
Bulk Carrier,Short-haul,Diesel,Good,20.2623251186195,2987.46547215221,1861.52984759554,6.8894755844649,Moderate,1026.73404017277,451555.453792322,99413.351531429,42.3801328266978,0.513330149193613,1.25360916521561,5,59.3475862556866,2
Tanker,Short-haul,Heavy Fuel Oil (HFO),Good,17.6173533335125,1618.4201952774,466.035603483179,14.8829901239048,Moderate,679.981294764056,276447.158847379,536580.376783008,44.841008989355,0.88580320983573,0.515011321282709,3,53.1474771564293,3
Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,24.99166138138,2538.78210087022,1041.25080216745,7.07454569209886,Moderate,1357.03199891889,146820.632890946,99956.1341562201,15.0378154039869,1.49439293520159,1.1641084484787,7,80.8294014805003,2
Fish Carrier,Long-haul,Diesel,Critical,11.3717217922658,2351.07600317934,951.177390432504,8.66062203238493,Moderate,1860.73028836196,158187.094403438,639461.388704676,21.9038091367047,0.886994892995902,0.555697993233467,8,91.8484978403606,1
Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,12.716934093811,2872.22207193344,1926.6413985969,10.1166528866416,Rough,1850.71743818814,214371.917049266,481799.203230401,64.1001312575364,0.433971016793227,0.575375960916344,1,99.8013848762148,0
Tanker,Coastal,Steam Turbine,Critical,24.6767293365551,2483.37464784191,1599.05692085767,7.27338833798475,Moderate,1647.86856447045,339311.208793198,849512.784264353,43.9643038447312,0.231836279261108,0.813105443475042,2,70.1497259857455,1
Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,20.0708592788435,2829.41446274374,954.040811736767,6.08441405250321,Calm,1981.94967902548,88112.370570278,507550.383854032,35.3614728181699,0.849192333239037,0.687182343111746,4,60.7589730419672,3
Container Ship,Transoceanic,Diesel,Good,12.6795631283783,1648.87917938036,1191.1846363946,14.7112238744183,Rough,1359.74625762054,311632.189100792,587444.422895864,40.8926501704077,1.43403078808456,0.760328577871183,4,58.4708191503878,2
Tanker,Long-haul,Diesel,Fair,18.3479110028802,1253.22179086687,600.694394902125,9.58873028131916,Calm,339.347467768036,340953.554352422,285386.300928714,45.4730463313719,1.12673864439417,1.05781493677637,4,75.1014302333596,1
Tanker,Long-haul,Steam Turbine,Fair,16.171512660407,2153.81017229879,1359.57520498074,11.8897054329331,Moderate,1528.67699399935,333759.674397253,664068.955603478,15.6836143535588,0.639820625658929,0.536781139385086,7,86.2442399173253,1
Container Ship,Transoceanic,Heavy Fuel Oil (HFO),Good,22.0969922586179,1947.63937452293,864.662381163265,9.64060800897305,Moderate,1897.36575356385,13519.248750826,142194.104046354,59.6066463807183,1.44229281655887,0.86285365389502,5,76.9803692772546,2
Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,15.4223749577627,1582.5734787053,367.455547605492,5.63854411141084,Moderate,730.477100668776,168022.473268236,640182.409589752,20.9181618808825,1.24342829705718,1.48416993987409,2,57.790201470281,2
Fish Carrier,Long-haul,Steam Turbine,Critical,18.2165063512999,2046.88322683262,1484.45862985995,10.9168120787083,Rough,1968.55365769476,399589.898118473,641659.734735353,19.6687124266378,1.19860867402647,1.03669108465419,4,98.4790936417263,1
Container Ship,Short-haul,Diesel,Good,15.8461567485126,1968.14380294018,1319.44451397658,12.8148520204284,Moderate,1675.44464608289,257355.168499673,544519.134304622,57.6880603213254,0.248766230706152,0.956565719180834,7,93.4326577287696,2
Tanker,Long-haul,Heavy Fuel Oil (HFO),Good,18.9817376271717,1085.30617479083,904.617081894251,9.41945606407689,Calm,1311.79694051888,414670.264348106,474861.510114315,66.7920646865243,0.420805230630366,0.866333514169194,6,88.7994037301662,1
Container Ship,Transoceanic,Steam Turbine,Fair,22.8587263915941,2135.49379647171,87.4768511901985,11.1606358457388,Calm,1445.37104128685,130116.98653323,718202.15028597,31.6256353879248,1.32159680356014,1.32666809252959,3,90.4077139640668,2
Bulk Carrier,Long-haul,Steam Turbine,Fair,10.8960487172658,1510.30565345684,586.792403265703,6.57797532706825,Rough,1722.53638772296,76555.8025527347,532483.823171276,32.9142385359858,0.64039731108485,0.589607902573149,8,65.9496319091556,0
Bulk Carrier,Coastal,Steam Turbine,Good,24.4863812179401,1114.99154883332,1135.77056227751,7.76553240749432,Rough,537.587446244205,58816.6467175553,560366.558658817,66.4180358198606,0.375319511026668,1.36317792180934,2,73.8938523601328,0
Container Ship,Transoceanic,Steam Turbine,Fair,24.5270105084021,1145.13022186341,1450.52397231972,10.2655078612608,Moderate,1142.34646174957,305043.900592555,353632.249289847,35.7126129829548,0.67915552208816,1.09095132016037,5,75.8831027322888,2
Bulk Carrier,Long-haul,Steam Turbine,Good,18.9969678063813,2833.97978149047,90.1023251893916,9.30591929335517,Moderate,762.794448731324,81145.2800370005,510704.458215788,35.9706512827501,0.981671675964036,1.48484562113526,8,56.9237185131065,0
Tanker,Coastal,Diesel,Good,20.3853265446719,556.950980006874,1910.63732413899,5.88534166082193,Calm,370.828558687792,243035.754854343,697458.161061518,14.4445103641513,1.24903232762366,1.43824489558177,8,87.8490200712284,1
Fish Carrier,Transoceanic,Steam Turbine,Good,16.4234663269774,1927.62840260845,1344.12158487639,13.5228912591076,Rough,1278.52255452504,484986.92129072,271349.503303113,44.8842649691643,0.452530627109455,1.15777396791895,5,60.507172634866,3
Fish Carrier,Long-haul,Steam Turbine,Fair,11.2006628547734,1499.67711733766,1525.74470263127,11.8740724988557,Calm,950.997869706354,422975.336340963,868450.676575883,47.3877745915487,1.12167684732037,1.24494462715522,3,72.1700213692898,1
Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,23.7841861865607,637.001915425533,250.412462758962,7.63978509344658,Calm,933.935768535326,228168.985542127,756545.105486689,48.1098951454151,0.348947514459305,0.827782873791406,3,68.9029841967017,3
Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,18.575779866469,2466.40256062567,1903.42164917183,7.98210620081341,Calm,316.194560441688,349163.181772161,462977.80428291,70.1545174686646,0.418119969406073,1.31629019326505,7,78.1802223521466,2
Bulk Carrier,Long-haul,Steam Turbine,Critical,11.5787541442639,508.891468887169,651.6022740454,11.88880061646,Calm,1885.20855719431,17514.0292612965,421700.266499593,60.4595528277303,1.21464008502344,0.70734623663385,2,86.7719425384928,0
Container Ship,Short-haul,Steam Turbine,Critical,11.9764669928146,1290.14128897196,1142.91757480472,12.484990831427,Moderate,678.157379037669,95776.5589413883,555696.521977961,64.7127752068678,1.42930355451157,1.13905774519534,9,58.3437277303565,2
Tanker,Coastal,Heavy Fuel Oil (HFO),Fair,23.8238551490182,2308.19991996167,862.363059787035,11.1620565014649,Moderate,1763.07253015786,299492.505269597,388889.216986397,48.4154946477028,1.33377717538743,1.12901260001457,7,63.9064273225146,1
Bulk Carrier,Coastal,Diesel,Fair,21.8362186493171,2521.5034342834,1489.70404852674,7.61676580189331,Moderate,1216.08701505822,46430.4555228913,810146.892326282,58.3928295093461,0.396639423001491,0.836717548942421,1,61.1182332975002,0
Tanker,Short-haul,Heavy Fuel Oil (HFO),Fair,14.8134914417576,2180.03208946453,140.454096329293,7.40028180667402,Calm,941.439424161488,394171.630542534,862356.546928697,56.0059638732254,0.850649783483247,1.31490931706362,8,56.4441580717652,3
Fish Carrier,Long-haul,Steam Turbine,Good,19.7913292233788,2396.8848028576,766.972599056655,7.46901348209322,Calm,643.622955349239,377178.172110727,652134.512322891,16.7557175746433,1.30471673414646,0.86435123456905,8,95.0029830482471,1
Container Ship,Coastal,Diesel,Critical,13.0507941159896,2477.65806349637,403.043735386952,12.9412706437231,Rough,1277.86421707147,433198.421807886,570622.429342848,14.4176300996588,1.15423569471352,0.708194298180142,5,70.7226284480534,0
Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,14.8818361488732,1285.4266426906,1958.4510171198,8.3070820623441,Calm,1558.53635598423,417693.734267018,246357.756131083,67.7796470276604,0.816655818089795,1.00957652106779,2,72.904325324933,3
Tanker,Short-haul,Diesel,Fair,14.8363880024332,1758.64114131589,753.754824032559,9.85367705832293,Rough,1155.76433238071,27781.9122076325,137032.516729511,41.9084208259607,0.598203376108967,0.940102720889849,4,60.6036930249739,3
Fish Carrier,Transoceanic,Steam Turbine,Fair,19.3270570421346,1221.22063691017,353.361497935219,12.1940606918939,Rough,1500.91422929324,62143.7264979796,255522.52603112,30.9094664270583,1.33283107814848,1.46770854863448,2,55.3208841933142,3
Fish Carrier,Long-haul,Steam Turbine,Critical,10.1681114563366,2695.76109428786,1652.48314294234,9.49919906658642,Rough,1876.31276345858,179970.027473979,823250.131693295,14.246247406748,1.06613840762693,1.26012932453152,6,77.6472824269127,1
Container Ship,Short-haul,Steam Turbine,Fair,20.1576416373662,674.400167372308,1675.1568055946,10.92516437418,Moderate,1905.52479468602,38608.9826305367,67491.3806472355,19.5595829549749,0.134491996365432,0.904962445284847,1,66.0242405411784,2
Tanker,Long-haul,Steam Turbine,Fair,12.1334103253359,1239.33921565901,1598.42099591917,8.26130068435404,Moderate,307.977609369697,401183.179743827,253079.05043107,23.9329919099195,1.09847628689757,0.644171727519679,5,54.7331223812302,1
Fish Carrier,Coastal,Steam Turbine,Fair,18.4397242057844,2503.27889602432,1672.04228245071,7.6711998318013,Rough,1123.22907076653,41912.9583854922,64295.7035030416,40.3435406830788,0.60582243004233,0.620667721347267,2,77.5681829927535,1
Tanker,Transoceanic,Diesel,Critical,24.9690565332426,1066.6430067494,413.672735495754,12.9106387817819,Rough,467.769818209148,117938.526579578,882403.795921642,46.5799377991326,1.22993349193157,1.09711255323224,7,57.8905938494611,3
Tanker,Short-haul,Heavy Fuel Oil (HFO),Critical,20.8614984318554,815.937076014947,1335.11277877513,12.7250509723948,Rough,168.769516721348,465456.729380301,422918.74046359,14.4587893842272,0.750079722888226,0.953749735573247,9,69.9437045014796,3
Tanker,Transoceanic,Heavy Fuel Oil (HFO),Fair,24.1396002806745,1160.14576010919,341.084468122957,5.13437203591315,Rough,150.89548676088,476966.736981932,501391.21175802,49.548218824037,1.09044146765043,0.583292587745146,5,81.2749590951763,3
Container Ship,Coastal,Diesel,Good,21.94287808324,2331.23859116365,1208.394513003,7.70936207931072,Moderate,1597.76040574354,138328.235798453,883674.335088753,58.8500357669337,0.636129400152459,0.582857993348047,9,97.4656540944112,0
Tanker,Long-haul,Steam Turbine,Critical,18.4385943779151,705.535281470692,661.450759291116,8.15612557908181,Rough,567.270903550713,294107.847836528,747881.939215983,52.8487851713577,0.528767928633671,1.01221576730636,1,64.1992530496759,1
Bulk Carrier,Transoceanic,Steam Turbine,Good,20.0243055768363,1405.78592247322,1190.46606741266,11.840660188453,Rough,1785.04830460175,122904.514620589,195117.273730881,30.7821188119246,0.244412032518958,0.76657009982622,3,60.9035078841397,2
Tanker,Coastal,Heavy Fuel Oil (HFO),Fair,24.0527792659334,1005.30311416881,1954.33545450414,14.5105113830777,Rough,1274.66732871647,386168.496910164,746518.494124194,40.4004085138924,0.281407604194408,1.30310035400325,5,74.0952890753972,1
Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,12.3470070696255,819.330246011067,1992.64081806512,5.82732452373047,Moderate,1475.10394688265,199274.092537448,945433.705481263,54.3873218924994,0.845609381724243,0.815014206839499,6,76.4248699542772,1
Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Critical,14.1749534427635,2070.82154463804,918.779957814787,9.59028769684515,Moderate,1612.50531377231,142779.8938617,980300.996341215,54.5999340951867,0.135927114201663,0.993608241415648,4,98.8790373605106,3
Fish Carrier,Transoceanic,Diesel,Critical,22.0819762176351,613.819344235777,1930.45087039213,12.8182989164841,Calm,585.127571973855,70594.7253730863,959361.854773752,30.7928172853842,0.585384783882974,0.802770992813286,2,60.1479463111654,3
Tanker,Long-haul,Steam Turbine,Fair,17.7131210712918,2143.63276524532,116.769174568731,7.83661635136684,Moderate,1418.35686283402,162224.502936881,252532.993394126,59.7424573748842,0.811502468936358,1.0827063304738,8,75.7488238459753,1
Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,13.1937479037487,2046.31282624201,1720.19066630357,5.91157550187672,Moderate,874.441775190083,322551.617389931,96828.6587679375,28.9127222647889,0.689334492987463,1.22261324005377,1,63.5260273863787,2
Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Good,17.3646830383847,2594.17689200762,1131.98138633148,12.2799025176529,Moderate,598.045972425791,431901.778858048,851398.394486477,39.7756432115094,1.26145199926057,0.556420917392081,2,59.5539614454503,3
Container Ship,Long-haul,Diesel,Fair,14.837344778902,2398.22373852624,1703.92139327027,6.72697959296961,Moderate,236.396756481355,334963.930922217,679864.941901768,34.8781203424614,0.569850326090054,0.783931945347376,5,93.1345913703711,0
Fish Carrier,Long-haul,Diesel,Critical,19.2106297101547,2537.3569406425,267.348415137491,6.33033003870638,Moderate,1493.94474583799,482516.491840051,968109.178502009,47.5429542197148,0.254834447883917,1.31829713815263,4,83.9279314853294,1
Bulk Carrier,Short-haul,Steam Turbine,Good,22.774694528524,1500.42359109511,293.772055354888,7.20464745938176,Moderate,749.453576689554,341939.579472776,954693.316393687,47.3376530149205,0.447523453607175,1.22406210901307,6,55.4608442177505,2
Bulk Carrier,Transoceanic,Steam Turbine,Fair,20.7826449415283,2070.5880857029,1911.51566498091,9.73001818528654,Rough,1067.53303632464,163022.841358728,659279.976052151,45.0120063046142,1.22613934058964,0.523018611573615,8,95.6692060281793,2
Bulk Carrier,Short-haul,Diesel,Fair,23.2596321234416,1667.91035432681,1476.06157878419,6.70029524341889,Rough,1154.49469420663,211014.788663454,328108.745016086,49.5413802206886,0.543783791042444,1.49506154779601,7,87.7292824775416,2
Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,11.6988982642945,2958.76890892703,989.245105850363,7.29291455838738,Rough,1655.68915070442,303997.479945089,134139.024341616,52.7204126880509,0.741312878900289,0.872581825057245,3,61.1108587103904,2
Bulk Carrier,Transoceanic,Diesel,Critical,21.2865271804872,1751.01170658856,274.291522608583,10.4796237660113,Rough,180.442587473163,23545.6383225496,786342.390451614,32.2583157468287,1.2993177829126,0.940574174441023,8,68.6492680173093,2
Container Ship,Long-haul,Heavy Fuel Oil (HFO),Good,21.1331797872699,911.425804562524,1394.80514242452,12.7840476336918,Calm,881.203905874339,238772.915287217,107655.258226311,40.3029926119668,0.970622493212326,1.41693807180293,6,60.4813980812751,0
Bulk Carrier,Transoceanic,Steam Turbine,Good,21.9254102726086,2598.68200329472,1974.46508352512,12.2228287747004,Rough,1095.54448762791,126251.33920332,564752.840466645,65.5127963134034,0.693518729801655,0.598327454420754,1,63.0955199807546,2
Tanker,Short-haul,Heavy Fuel Oil (HFO),Fair,12.4461033989449,1235.97075518591,858.114369999703,11.7812016877624,Rough,869.641549392085,106299.368155171,59094.8106385474,43.6380124861688,0.156535842800185,0.525134751748534,1,89.1726095103338,3
Container Ship,Transoceanic,Heavy Fuel Oil (HFO),Critical,21.8910066424312,2788.02695831279,1145.39643864306,9.29913249037521,Calm,506.753896256595,484247.97775091,104941.622085715,33.2775948586448,0.638601043095071,1.3771242197138,4,92.1945506404634,2
Fish Carrier,Transoceanic,Diesel,Good,23.8945383214546,2202.90674706941,992.269437758871,9.9145282588238,Calm,556.887489967637,495710.531055446,200766.037095134,69.1162706261262,0.240371442962233,1.35051967404038,7,88.0771325141143,3
Bulk Carrier,Transoceanic,Diesel,Good,16.7124828756889,2541.11008678085,1424.22222042881,14.8387632239583,Moderate,1956.83561454035,358517.243432029,893019.226371021,61.8142463375468,1.36890586311006,0.889427786551954,4,55.4909138104945,2
Fish Carrier,Long-haul,Diesel,Fair,24.739884989567,2763.31944057527,720.983575488892,10.640652372783,Calm,1698.97951853883,186107.78834819,470884.299252507,44.2777624014206,1.33462976465228,1.26965865430588,7,92.0492043980284,1
Fish Carrier,Short-haul,Diesel,Critical,22.4307665960901,2156.16560829378,1241.60298418438,12.5069956918194,Calm,748.444153033656,238629.410869611,850596.985745945,48.7324500679951,0.440174256397964,1.29988547151234,1,75.5017667983553,3
Container Ship,Long-haul,Steam Turbine,Fair,16.0540544507161,1305.33758821209,1831.01931863303,5.29256414041535,Moderate,700.57740650389,19885.9151904712,390055.330483202,45.8345112449665,0.552132639482528,1.24932371549167,5,64.2965556206624,0
Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Good,15.6218289750034,2590.35641754888,295.478527105651,13.4665289560378,Moderate,1308.65625512196,189136.445402645,788399.277214559,38.4365930624811,0.799805472966994,1.01775044971947,7,86.4905364545516,1
Bulk Carrier,Long-haul,Diesel,Critical,17.2532591186733,2710.7832762797,808.610152365713,11.4672582658332,Calm,66.0996127081808,413046.009140535,421346.674134777,55.0281664329756,0.6380441009292,0.743363239098756,8,60.8495458445514,0
Bulk Carrier,Long-haul,Diesel,Critical,10.4353448789007,648.737779492598,145.180431468386,6.56022623278904,Calm,329.808636543348,392604.227162648,904897.116114534,27.748651518894,0.526357725987699,0.63404556405546,1,87.2964369773276,0
Container Ship,Long-haul,Steam Turbine,Good,14.5478201534051,1111.67180424991,780.662497454619,8.92567855319099,Calm,544.233253095307,365360.978290387,813964.336332785,14.0866177655396,1.30537512376615,1.33152963627376,1,65.3320706591353,0
Container Ship,Transoceanic,Steam Turbine,Critical,17.0514639826141,2756.57059789805,1573.46676684886,12.3253826298411,Moderate,563.553443644215,154139.438160679,170390.284239944,33.8508241491615,0.252289503397557,1.208052872595,5,54.8090088330316,2
Tanker,Short-haul,Diesel,Fair,14.5187600743997,1669.48688909091,1540.6751199589,14.2758061752773,Moderate,293.151117962043,26973.3241559264,203053.822639543,26.8436111209648,1.25765764396957,1.28670413464791,3,69.2228105457341,3
Tanker,Short-haul,Heavy Fuel Oil (HFO),Critical,23.4909822460372,1303.63777899937,1793.99771987339,12.9207227272681,Rough,1029.69106411357,257942.811259862,341033.786381593,12.9293138142274,0.933659190602157,1.05705174457629,4,51.6473802374887,3
Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,18.9350283698695,2421.70635018857,1566.34685919661,10.5482135764864,Rough,1607.81398532169,98715.0861481777,990116.224512136,18.6235558770376,0.12247538674727,1.18346687413396,8,50.0804928361939,0
Tanker,Long-haul,Heavy Fuel Oil (HFO),Critical,21.195769401779,2992.97387470676,1734.29816221186,6.18051462086031,Rough,632.117420440025,245331.718002312,240183.154584749,69.0313079435466,1.40348413665277,1.2913973285589,8,69.2479845613729,1
Bulk Carrier,Short-haul,Diesel,Critical,20.8137235638892,645.521485178417,1074.77852451783,5.52949009441958,Moderate,755.198825431372,178375.107531435,965654.967955008,32.3162644313227,1.43950235008006,1.03856123372136,6,55.1960862654196,2
Container Ship,Coastal,Steam Turbine,Good,15.5119513727744,2479.30518115612,213.666323898438,13.30668894997,Calm,395.082115314281,196635.050931236,715391.407949941,22.4356215114439,1.32903800400494,0.736613870200515,3,80.0294847722121,0
Tanker,Coastal,Heavy Fuel Oil (HFO),Fair,24.1357485171476,2434.01375397335,957.801608226134,9.43704247487998,Rough,642.429927356167,246983.717019576,76288.8073267021,36.7657707828119,1.48286460897276,1.15480082326617,8,73.6109660303142,1
Fish Carrier,Coastal,Steam Turbine,Good,18.8361855704116,1330.63220287856,671.840644369024,7.02935022107866,Calm,1076.08992735877,65582.3356894363,728493.583851752,36.3817016010495,0.56737083798606,1.11800958742733,6,69.7533136034454,1
Container Ship,Long-haul,Diesel,Fair,11.6007305472486,2998.68537536215,956.300941195514,12.0889753470734,Calm,1237.18432672946,420498.745422741,666750.413444331,68.2293827228301,0.887470159112652,0.563397422127835,1,85.2842118669747,0
Bulk Carrier,Long-haul,Diesel,Fair,20.9058218993571,872.536528344856,787.85783012833,14.330953919094,Moderate,567.055199798324,25473.8346334113,147656.441099043,17.6212544490208,0.255217124963549,0.534462696665033,2,70.9458050429131,0
Container Ship,Short-haul,Heavy Fuel Oil (HFO),Fair,24.3182859472612,2998.73432864663,566.645129182705,10.3626280745309,Calm,549.86088531246,199299.721482511,565641.282152763,52.1363912588705,1.00269351937459,1.02233394382042,8,87.1628813758518,2
Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,15.4924084333312,2149.47190624327,294.741124433373,7.06941843883443,Calm,705.046359953841,287913.381369878,923597.986899637,18.6250497949511,1.4597064667789,0.589562017262236,6,84.1640428446196,1
Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Critical,21.1963203571267,1939.81858349946,1826.08834498699,12.0217399158409,Moderate,517.124950159871,444585.652330098,199126.462990256,35.5855564394789,0.416388340247183,0.56864922327362,5,53.8035552236357,0
Container Ship,Long-haul,Heavy Fuel Oil (HFO),Fair,18.7365547240448,1754.55836984789,1782.46698483824,12.1846867065813,Moderate,809.577418805542,181451.045358023,805722.47421942,40.4222561411286,0.178021029147999,1.01203175854306,6,86.6727419121329,0
Container Ship,Coastal,Diesel,Good,19.9789167340938,530.701014109222,1299.7828071443,5.33781236816713,Calm,1137.87282376733,215414.877252879,263844.999130718,57.0761816331294,1.05395543586158,0.691078721269281,5,70.181845002248,0
Container Ship,Transoceanic,Diesel,Fair,21.3376047628757,1124.43832067621,302.392925063096,9.92340239684893,Rough,1267.16725621289,166580.773291514,849212.199984404,60.3321525774971,0.655679743633594,1.11270859865082,3,80.432656228521,2
Bulk Carrier,Long-haul,Steam Turbine,Critical,12.7592722048053,2768.69899296986,127.306602564895,8.64872423288103,Calm,1502.42784621525,235574.942314764,540734.218784876,62.1966412114849,1.22160110723732,0.869426045536825,1,85.3825761049048,0
Bulk Carrier,Transoceanic,Diesel,Fair,19.4042684470318,1798.69626944006,963.021139015526,12.9377581926778,Calm,1885.54954740345,208708.995167311,659111.689451776,41.0326994664974,0.715053724356024,1.09060920794308,5,54.7301866646786,2
Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,11.511829612104,1208.4059733901,556.806227798617,10.9573567123003,Calm,877.509328834333,148723.531028429,656476.624317214,26.582006953937,0.618826727662066,0.731489158403805,3,97.8334994648237,1
Tanker,Long-haul,Steam Turbine,Critical,23.4433539485402,2046.56688611189,459.506590821401,14.7197209779431,Calm,1518.10265610817,96194.9565215992,347870.061620189,50.1202967399294,1.29822556058533,0.543334421634493,7,81.9428934295291,1
Fish Carrier,Transoceanic,Steam Turbine,Fair,10.6676389287302,1310.34095232416,487.005792843803,7.31113904860389,Rough,1569.56570471103,126726.354372575,386330.653202676,29.2175478447779,0.816626475419956,0.729596304247674,4,88.514406991517,3
Bulk Carrier,Short-haul,Diesel,Good,13.9224976844778,2152.86200568915,1996.55433483631,10.4709204583926,Calm,1339.17654968833,112417.095483845,114704.942212424,63.748122170653,0.924676789440348,0.614711159775776,1,94.4189327087574,2
Bulk Carrier,Long-haul,Diesel,Critical,12.0055082683646,528.490695978444,281.376404072352,6.79669192804198,Calm,1800.57803039843,478080.701151156,682894.174098312,30.9673918800057,1.03314390526845,1.29787807923695,9,53.0458626891389,0
Bulk Carrier,Short-haul,Steam Turbine,Critical,21.02039655041,2484.49899490734,969.149262701237,13.6379440950066,Moderate,1808.32275343142,259730.960621721,944826.387749421,32.2226366737936,1.03847372357919,1.07065978340411,9,93.3915847193194,2
Container Ship,Long-haul,Steam Turbine,Fair,17.7853851328799,2025.88296397487,1050.77589063431,7.10439985612045,Calm,331.11394674186,396591.56976119,578425.973061933,40.658568393653,0.497266098505435,0.983952874519505,6,95.7412147835496,0
Container Ship,Short-haul,Heavy Fuel Oil (HFO),Good,13.2164440773509,742.046114032892,1752.76940116612,10.8295570055113,Moderate,578.729970555849,448185.825854677,914378.663327933,43.349786722778,1.34271592083879,1.01703222991752,1,64.1316701610828,2
Bulk Carrier,Transoceanic,Steam Turbine,Critical,10.9388901360869,2302.48683867641,1331.14362482949,12.980863826902,Calm,1866.30239571741,417412.676410491,768741.044433527,35.5548461152334,0.265099452318262,0.748714494842459,4,50.7140923585129,2
Tanker,Short-haul,Heavy Fuel Oil (HFO),Fair,20.2845940540684,2004.52444624023,1886.20930481466,5.18538859482518,Calm,1699.74579804673,184657.619666069,404533.378836701,13.5502392208786,0.286527498452722,0.984097558462738,6,54.3890196227727,3
Fish Carrier,Transoceanic,Steam Turbine,Good,24.6086570595437,2935.91685404416,1208.61436342685,7.59991126727309,Moderate,1104.29929435965,397275.606715789,735870.206095714,15.8636295576298,0.225533322706162,0.685794433020848,2,94.581600349217,3
Tanker,Coastal,Diesel,Critical,24.9304829909756,859.301691844605,1000.51164043529,6.25954935115431,Moderate,1104.87408404481,261523.497403328,376520.07281629,25.48484624149,0.632537984001155,1.37705305658179,2,68.8407222929711,1
Bulk Carrier,Coastal,Steam Turbine,Critical,19.2087078771464,2437.00201209683,1599.77665276168,9.9582180669721,Calm,983.641332724101,218572.425540492,936329.76971844,68.0913572558323,0.744814358076392,1.13685520085751,7,78.999567440308,0
Fish Carrier,Coastal,Diesel,Fair,18.6062399333865,2010.78761942236,1852.48441838145,13.2705385529679,Moderate,845.039406086188,139543.553041249,216296.200223353,48.794948456996,0.569379366762896,1.12987691593806,4,86.2601460011485,1
Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Critical,12.8096121995917,2573.20835004124,518.378277847922,10.3513656292493,Calm,1830.19027715265,320175.97042965,355868.309975676,56.5572073963902,1.03929125372638,0.668324051674152,2,97.2114861346926,3
Tanker,Coastal,Steam Turbine,Good,12.7809142422404,1817.31113792264,1355.26313541792,8.84817995830616,Rough,230.151607638297,297899.008645739,981062.509656353,55.7682161992161,0.610139990591702,1.42935184806026,3,88.0593382292847,1
Tanker,Coastal,Diesel,Good,13.7090704818949,942.529625532118,815.717039946263,9.82531839238543,Calm,1698.2963018098,237666.268720417,526482.810424702,35.8352328274667,0.667422673941908,1.04587271572701,3,96.5720981749355,1
Fish Carrier,Coastal,Diesel,Critical,17.2940351004189,1380.59664236883,1526.28665939713,12.9779992548678,Rough,1975.02335599907,468177.752409745,988552.088364527,29.0191068973279,0.385836736029527,1.39210567362797,3,78.4464378266392,1
